ScDsagR_148_HRSCAF_195	remanei_genome_00020083
V	remanei_genome_00002139
V	remanei_genome_00002140
V	remanei_genome_00002142
V	remanei_genome_00002143
V	remanei_genome_00002145
V	remanei_genome_00002179
V	remanei_genome_00002180
V	remanei_genome_00002181
V	remanei_genome_00002182
V	remanei_genome_00002183
V	remanei_genome_00002184
V	remanei_genome_00002185
V	remanei_genome_00002187
V	remanei_genome_00002188
V	remanei_genome_00002192
V	remanei_genome_00002194
V	remanei_genome_00002195
V	remanei_genome_00002197
V	remanei_genome_00002199
V	remanei_genome_00002202
V	remanei_genome_00002203
V	remanei_genome_00002189
V	remanei_genome_00002190
V	remanei_genome_00002191
V	remanei_genome_00002193
V	remanei_genome_00002196
V	remanei_genome_00002198
V	remanei_genome_00002200
V	remanei_genome_00002201
V	remanei_genome_00002186
V	remanei_genome_00002204
V	remanei_genome_00002205
V	remanei_genome_00002208
V	remanei_genome_00002210
V	remanei_genome_00002214
V	remanei_genome_00002215
V	remanei_genome_00002218
V	remanei_genome_00002220
V	remanei_genome_00002221
V	remanei_genome_00002206
V	remanei_genome_00002207
V	remanei_genome_00002209
V	remanei_genome_00002211
V	remanei_genome_00002212
V	remanei_genome_00002213
V	remanei_genome_00002216
V	remanei_genome_00002217
V	remanei_genome_00002219
V	remanei_genome_00002222
V	remanei_genome_00002223
V	remanei_genome_00002224
V	remanei_genome_00002226
V	remanei_genome_00002227
V	remanei_genome_00002234
V	remanei_genome_00002236
V	remanei_genome_00002237
V	remanei_genome_00002238
V	remanei_genome_00002240
V	remanei_genome_00002241
V	remanei_genome_00002225
V	remanei_genome_00002228
V	remanei_genome_00002229
V	remanei_genome_00002230
V	remanei_genome_00002231
V	remanei_genome_00002232
V	remanei_genome_00002233
V	remanei_genome_00002235
V	remanei_genome_00002239
V	remanei_genome_00002242
V	remanei_genome_00002243
V	remanei_genome_00002245
V	remanei_genome_00002251
V	remanei_genome_00002252
V	remanei_genome_00002253
V	remanei_genome_00002254
V	remanei_genome_00002255
V	remanei_genome_00002256
V	remanei_genome_00002257
V	remanei_genome_00002244
V	remanei_genome_00002246
V	remanei_genome_00002247
V	remanei_genome_00002248
V	remanei_genome_00002249
V	remanei_genome_00002250
V	remanei_genome_00002281
V	remanei_genome_00002285
V	remanei_genome_00002287
V	remanei_genome_00002294
V	remanei_genome_00002296
V	remanei_genome_00002297
V	remanei_genome_00002282
V	remanei_genome_00002283
V	remanei_genome_00002284
V	remanei_genome_00002286
V	remanei_genome_00002288
V	remanei_genome_00002289
V	remanei_genome_00002290
V	remanei_genome_00002292
V	remanei_genome_00002293
V	remanei_genome_00002295
V	remanei_genome_00002291
V	remanei_genome_00002306
V	remanei_genome_00002307
V	remanei_genome_00002309
V	remanei_genome_00002310
V	remanei_genome_00002313
V	remanei_genome_00002317
V	remanei_genome_00002319
V	remanei_genome_00002324
V	remanei_genome_00002326
V	remanei_genome_00002327
V	remanei_genome_00002329
V	remanei_genome_00002331
V	remanei_genome_00002298
V	remanei_genome_00002299
V	remanei_genome_00002301
V	remanei_genome_00002303
V	remanei_genome_00002304
V	remanei_genome_00002305
V	remanei_genome_00002308
V	remanei_genome_00002311
V	remanei_genome_00002312
V	remanei_genome_00002314
V	remanei_genome_00002315
V	remanei_genome_00002316
V	remanei_genome_00002318
V	remanei_genome_00002320
V	remanei_genome_00002321
V	remanei_genome_00002322
V	remanei_genome_00002323
V	remanei_genome_00002330
V	remanei_genome_00002328
V	remanei_genome_00002300
V	remanei_genome_00002302
V	remanei_genome_00002325
V	remanei_genome_00002258
V	remanei_genome_00002259
V	remanei_genome_00002260
V	remanei_genome_00002261
V	remanei_genome_00002262
V	remanei_genome_00002263
V	remanei_genome_00002266
V	remanei_genome_00002268
V	remanei_genome_00002271
V	remanei_genome_00002273
V	remanei_genome_00002274
V	remanei_genome_00002276
V	remanei_genome_00002277
V	remanei_genome_00002278
V	remanei_genome_00002264
V	remanei_genome_00002265
V	remanei_genome_00002269
V	remanei_genome_00002270
V	remanei_genome_00002272
V	remanei_genome_00002275
V	remanei_genome_00002279
V	remanei_genome_00002280
V	remanei_genome_00002267
V	remanei_genome_00002334
V	remanei_genome_00002335
V	remanei_genome_00002336
V	remanei_genome_00002340
V	remanei_genome_00002332
V	remanei_genome_00002333
V	remanei_genome_00002337
V	remanei_genome_00002338
V	remanei_genome_00002339
V	remanei_genome_00002341
V	remanei_genome_00002342
V	remanei_genome_00002343
V	remanei_genome_00002344
V	remanei_genome_00002345
V	remanei_genome_00002346
V	remanei_genome_00002347
V	remanei_genome_00002348
V	remanei_genome_00002401
V	remanei_genome_00002403
V	remanei_genome_00002404
V	remanei_genome_00002405
V	remanei_genome_00002407
V	remanei_genome_00002409
V	remanei_genome_00002413
V	remanei_genome_00002415
V	remanei_genome_00002399
V	remanei_genome_00002400
V	remanei_genome_00002402
V	remanei_genome_00002406
V	remanei_genome_00002408
V	remanei_genome_00002410
V	remanei_genome_00002411
V	remanei_genome_00002412
V	remanei_genome_00002414
V	remanei_genome_00002398
V	remanei_genome_00002349
V	remanei_genome_00002350
V	remanei_genome_00002351
V	remanei_genome_00002352
V	remanei_genome_00002353
V	remanei_genome_00002356
V	remanei_genome_00002359
V	remanei_genome_00002362
V	remanei_genome_00002367
V	remanei_genome_00002354
V	remanei_genome_00002355
V	remanei_genome_00002357
V	remanei_genome_00002358
V	remanei_genome_00002360
V	remanei_genome_00002361
V	remanei_genome_00002363
V	remanei_genome_00002364
V	remanei_genome_00002365
V	remanei_genome_00002366
V	remanei_genome_00002369
V	remanei_genome_00002370
V	remanei_genome_00002368
V	remanei_genome_00002371
V	remanei_genome_00002372
V	remanei_genome_00002373
V	remanei_genome_00002374
V	remanei_genome_00002375
V	remanei_genome_00002376
V	remanei_genome_00002381
V	remanei_genome_00002382
V	remanei_genome_00002385
V	remanei_genome_00002387
V	remanei_genome_00002388
V	remanei_genome_00002390
V	remanei_genome_00002391
V	remanei_genome_00002392
V	remanei_genome_00002393
V	remanei_genome_00002395
V	remanei_genome_00002396
V	remanei_genome_00002397
V	remanei_genome_00002377
V	remanei_genome_00002378
V	remanei_genome_00002379
V	remanei_genome_00002380
V	remanei_genome_00002383
V	remanei_genome_00002384
V	remanei_genome_00002386
V	remanei_genome_00002389
V	remanei_genome_00002394
V	remanei_genome_00002448
V	remanei_genome_00002452
V	remanei_genome_00002454
V	remanei_genome_00002456
V	remanei_genome_00002457
V	remanei_genome_00002461
V	remanei_genome_00002462
V	remanei_genome_00002464
V	remanei_genome_00002466
V	remanei_genome_00002467
V	remanei_genome_00002468
V	remanei_genome_00002470
V	remanei_genome_00002471
V	remanei_genome_00002472
V	remanei_genome_00002447
V	remanei_genome_00002449
V	remanei_genome_00002450
V	remanei_genome_00002451
V	remanei_genome_00002453
V	remanei_genome_00002455
V	remanei_genome_00002458
V	remanei_genome_00002459
V	remanei_genome_00002460
V	remanei_genome_00002463
V	remanei_genome_00002465
V	remanei_genome_00002416
V	remanei_genome_00002418
V	remanei_genome_00002420
V	remanei_genome_00002421
V	remanei_genome_00002425
V	remanei_genome_00002428
V	remanei_genome_00002430
V	remanei_genome_00002436
V	remanei_genome_00002439
V	remanei_genome_00002441
V	remanei_genome_00002442
V	remanei_genome_00002445
V	remanei_genome_00002446
V	remanei_genome_00002417
V	remanei_genome_00002419
V	remanei_genome_00002422
V	remanei_genome_00002423
V	remanei_genome_00002424
V	remanei_genome_00002426
V	remanei_genome_00002427
V	remanei_genome_00002429
V	remanei_genome_00002431
V	remanei_genome_00002432
V	remanei_genome_00002433
V	remanei_genome_00002434
V	remanei_genome_00002435
V	remanei_genome_00002437
V	remanei_genome_00002438
V	remanei_genome_00002440
V	remanei_genome_00002443
V	remanei_genome_00002444
V	remanei_genome_00002476
V	remanei_genome_00002477
V	remanei_genome_00002479
V	remanei_genome_00002480
V	remanei_genome_00002481
V	remanei_genome_00002483
V	remanei_genome_00002485
V	remanei_genome_00002486
V	remanei_genome_00002489
V	remanei_genome_00002490
V	remanei_genome_00002492
V	remanei_genome_00002493
V	remanei_genome_00002494
V	remanei_genome_00002469
V	remanei_genome_00002473
V	remanei_genome_00002475
V	remanei_genome_00002478
V	remanei_genome_00002482
V	remanei_genome_00002484
V	remanei_genome_00002487
V	remanei_genome_00002488
V	remanei_genome_00002491
V	remanei_genome_00002495
V	remanei_genome_00002474
V	remanei_genome_00002496
V	remanei_genome_00002497
V	remanei_genome_00002498
V	remanei_genome_00002499
V	remanei_genome_00002500
V	remanei_genome_00002502
V	remanei_genome_00002504
V	remanei_genome_00002505
V	remanei_genome_00002507
V	remanei_genome_00002508
V	remanei_genome_00002510
V	remanei_genome_00002512
V	remanei_genome_00002501
V	remanei_genome_00002503
V	remanei_genome_00002506
V	remanei_genome_00002509
V	remanei_genome_00002511
V	remanei_genome_00002513
V	remanei_genome_00002514
V	remanei_genome_00002515
V	remanei_genome_00002516
V	remanei_genome_00002517
V	remanei_genome_00002518
V	remanei_genome_00002519
V	remanei_genome_00002520
V	remanei_genome_00002523
V	remanei_genome_00002525
V	remanei_genome_00002526
V	remanei_genome_00002527
V	remanei_genome_00002529
V	remanei_genome_00002532
V	remanei_genome_00002534
V	remanei_genome_00002521
V	remanei_genome_00002522
V	remanei_genome_00002524
V	remanei_genome_00002528
V	remanei_genome_00002530
V	remanei_genome_00002531
V	remanei_genome_00002533
V	remanei_genome_00002565
V	remanei_genome_00002566
V	remanei_genome_00002567
V	remanei_genome_00002569
V	remanei_genome_00002572
V	remanei_genome_00002573
V	remanei_genome_00002574
V	remanei_genome_00002576
V	remanei_genome_00002578
V	remanei_genome_00002563
V	remanei_genome_00002564
V	remanei_genome_00002568
V	remanei_genome_00002570
V	remanei_genome_00002571
V	remanei_genome_00002575
V	remanei_genome_00002577
V	remanei_genome_00002537
V	remanei_genome_00002538
V	remanei_genome_00002540
V	remanei_genome_00002546
V	remanei_genome_00002547
V	remanei_genome_00002549
V	remanei_genome_00002552
V	remanei_genome_00002553
V	remanei_genome_00002555
V	remanei_genome_00002557
V	remanei_genome_00002558
V	remanei_genome_00002559
V	remanei_genome_00002560
V	remanei_genome_00002562
V	remanei_genome_00002535
V	remanei_genome_00002536
V	remanei_genome_00002539
V	remanei_genome_00002541
V	remanei_genome_00002542
V	remanei_genome_00002543
V	remanei_genome_00002544
V	remanei_genome_00002545
V	remanei_genome_00002548
V	remanei_genome_00002550
V	remanei_genome_00002551
V	remanei_genome_00002554
V	remanei_genome_00002556
V	remanei_genome_00002561
V	remanei_genome_00002580
V	remanei_genome_00002581
V	remanei_genome_00002582
V	remanei_genome_00002584
V	remanei_genome_00002586
V	remanei_genome_00002588
V	remanei_genome_00002589
V	remanei_genome_00002590
V	remanei_genome_00002591
V	remanei_genome_00002592
V	remanei_genome_00002594
V	remanei_genome_00002597
V	remanei_genome_00002600
V	remanei_genome_00002601
V	remanei_genome_00002579
V	remanei_genome_00002583
V	remanei_genome_00002585
V	remanei_genome_00002587
V	remanei_genome_00002593
V	remanei_genome_00002595
V	remanei_genome_00002596
V	remanei_genome_00002598
V	remanei_genome_00002599
V	remanei_genome_00002603
V	remanei_genome_00002607
V	remanei_genome_00002609
V	remanei_genome_00002610
V	remanei_genome_00002611
V	remanei_genome_00002612
V	remanei_genome_00002613
V	remanei_genome_00002615
V	remanei_genome_00002618
V	remanei_genome_00002620
V	remanei_genome_00002623
V	remanei_genome_00002624
V	remanei_genome_00002626
V	remanei_genome_00002628
V	remanei_genome_00002602
V	remanei_genome_00002604
V	remanei_genome_00002605
V	remanei_genome_00002606
V	remanei_genome_00002608
V	remanei_genome_00002614
V	remanei_genome_00002616
V	remanei_genome_00002617
V	remanei_genome_00002619
V	remanei_genome_00002621
V	remanei_genome_00002622
V	remanei_genome_00002625
V	remanei_genome_00002627
V	remanei_genome_00002629
V	remanei_genome_00002630
V	remanei_genome_00002631
V	remanei_genome_00002632
V	remanei_genome_00002633
V	remanei_genome_00002635
V	remanei_genome_00002636
V	remanei_genome_00002637
V	remanei_genome_00002638
V	remanei_genome_00002639
V	remanei_genome_00002641
V	remanei_genome_00002644
V	remanei_genome_00002646
V	remanei_genome_00002634
V	remanei_genome_00002640
V	remanei_genome_00002642
V	remanei_genome_00002643
V	remanei_genome_00002645
V	remanei_genome_00002647
V	remanei_genome_00002650
V	remanei_genome_00002651
V	remanei_genome_00002652
V	remanei_genome_00002653
V	remanei_genome_00002654
V	remanei_genome_00002656
V	remanei_genome_00002657
V	remanei_genome_00002658
V	remanei_genome_00002659
V	remanei_genome_00002661
V	remanei_genome_00002662
V	remanei_genome_00002663
V	remanei_genome_00002665
V	remanei_genome_00002666
V	remanei_genome_00002667
V	remanei_genome_00002669
V	remanei_genome_00002672
V	remanei_genome_00002674
V	remanei_genome_00002675
V	remanei_genome_00002676
V	remanei_genome_00002679
V	remanei_genome_00002682
V	remanei_genome_00002648
V	remanei_genome_00002649
V	remanei_genome_00002655
V	remanei_genome_00002660
V	remanei_genome_00002664
V	remanei_genome_00002668
V	remanei_genome_00002670
V	remanei_genome_00002671
V	remanei_genome_00002673
V	remanei_genome_00002677
V	remanei_genome_00002678
V	remanei_genome_00002699
V	remanei_genome_00002700
V	remanei_genome_00002702
V	remanei_genome_00002703
V	remanei_genome_00002706
V	remanei_genome_00002707
V	remanei_genome_00002708
V	remanei_genome_00002709
V	remanei_genome_00002712
V	remanei_genome_00002713
V	remanei_genome_00002701
V	remanei_genome_00002704
V	remanei_genome_00002705
V	remanei_genome_00002711
V	remanei_genome_00002710
V	remanei_genome_00002685
V	remanei_genome_00002689
V	remanei_genome_00002691
V	remanei_genome_00002694
V	remanei_genome_00002696
V	remanei_genome_00002681
V	remanei_genome_00002683
V	remanei_genome_00002684
V	remanei_genome_00002686
V	remanei_genome_00002687
V	remanei_genome_00002688
V	remanei_genome_00002690
V	remanei_genome_00002692
V	remanei_genome_00002693
V	remanei_genome_00002695
V	remanei_genome_00002697
V	remanei_genome_00002698
V	remanei_genome_00002680
V	remanei_genome_00002714
V	remanei_genome_00002716
V	remanei_genome_00002718
V	remanei_genome_00002719
V	remanei_genome_00002721
V	remanei_genome_00002723
V	remanei_genome_00002725
V	remanei_genome_00002727
V	remanei_genome_00002728
V	remanei_genome_00002715
V	remanei_genome_00002717
V	remanei_genome_00002720
V	remanei_genome_00002722
V	remanei_genome_00002726
V	remanei_genome_00002729
V	remanei_genome_00002730
V	remanei_genome_00002724
V	remanei_genome_00002734
V	remanei_genome_00002736
V	remanei_genome_00002739
V	remanei_genome_00002740
V	remanei_genome_00002743
V	remanei_genome_00002746
V	remanei_genome_00002747
V	remanei_genome_00002731
V	remanei_genome_00002732
V	remanei_genome_00002733
V	remanei_genome_00002735
V	remanei_genome_00002737
V	remanei_genome_00002738
V	remanei_genome_00002741
V	remanei_genome_00002742
V	remanei_genome_00002744
V	remanei_genome_00002745
V	remanei_genome_00002768
V	remanei_genome_00002770
V	remanei_genome_00002772
V	remanei_genome_00002773
V	remanei_genome_00002779
V	remanei_genome_00002781
V	remanei_genome_00002782
V	remanei_genome_00002784
V	remanei_genome_00002785
V	remanei_genome_00002766
V	remanei_genome_00002767
V	remanei_genome_00002769
V	remanei_genome_00002771
V	remanei_genome_00002774
V	remanei_genome_00002775
V	remanei_genome_00002776
V	remanei_genome_00002777
V	remanei_genome_00002778
V	remanei_genome_00002780
V	remanei_genome_00002783
V	remanei_genome_00002843
V	remanei_genome_00002844
V	remanei_genome_00002846
V	remanei_genome_00002850
V	remanei_genome_00002852
V	remanei_genome_00002853
V	remanei_genome_00002845
V	remanei_genome_00002847
V	remanei_genome_00002848
V	remanei_genome_00002849
V	remanei_genome_00002851
V	remanei_genome_00002787
V	remanei_genome_00002789
V	remanei_genome_00002790
V	remanei_genome_00002793
V	remanei_genome_00002795
V	remanei_genome_00002797
V	remanei_genome_00002798
V	remanei_genome_00002800
V	remanei_genome_00002801
V	remanei_genome_00002802
V	remanei_genome_00002803
V	remanei_genome_00002806
V	remanei_genome_00002808
V	remanei_genome_00002786
V	remanei_genome_00002788
V	remanei_genome_00002791
V	remanei_genome_00002792
V	remanei_genome_00002794
V	remanei_genome_00002796
V	remanei_genome_00002799
V	remanei_genome_00002804
V	remanei_genome_00002807
V	remanei_genome_00002812
V	remanei_genome_00002805
V	remanei_genome_00002748
V	remanei_genome_00002750
V	remanei_genome_00002751
V	remanei_genome_00002753
V	remanei_genome_00002756
V	remanei_genome_00002759
V	remanei_genome_00002760
V	remanei_genome_00002761
V	remanei_genome_00002762
V	remanei_genome_00002765
V	remanei_genome_00002749
V	remanei_genome_00002752
V	remanei_genome_00002754
V	remanei_genome_00002755
V	remanei_genome_00002757
V	remanei_genome_00002758
V	remanei_genome_00002763
V	remanei_genome_00002764
V	remanei_genome_00002857
V	remanei_genome_00002858
V	remanei_genome_00002860
V	remanei_genome_00002862
V	remanei_genome_00002854
V	remanei_genome_00002855
V	remanei_genome_00002856
V	remanei_genome_00002859
V	remanei_genome_00002861
V	remanei_genome_00002863
